epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,40992.6,0.55631,0.38605,0.94186,0.78556,0.6818,0.71509,0.54877,0.634,0.35504,0.94097,0.0027334,0.0027334,0.0027334
369,365.505,0.51675,0.35454,0.92666,0.76859,0.69064,0.7161,0.54933,0.63397,0.35521,0.94093,0.0027136,0.0027136,0.0027136
370,721.173,0.52849,0.36465,0.93368,0.78516,0.6805,0.71601,0.54909,0.634,0.35564,0.9409,0.0026938,0.0026938,0.0026938
371,1077.05,0.53335,0.36753,0.93604,0.78538,0.68022,0.716,0.54914,0.63402,0.35581,0.94091,0.002674,0.002674,0.002674
372,1433.41,0.53567,0.36914,0.93582,0.78407,0.6786,0.71519,0.54852,0.63389,0.35581,0.94089,0.0026542,0.0026542,0.0026542
373,1790.61,0.53597,0.37084,0.93484,0.78433,0.67819,0.71497,0.54811,0.63414,0.35591,0.94132,0.0026344,0.0026344,0.0026344
374,2148.61,0.53889,0.37239,0.93767,0.78651,0.67926,0.71458,0.54789,0.63428,0.35599,0.94166,0.0026146,0.0026146,0.0026146
375,2506.89,0.53743,0.37103,0.93575,0.78668,0.67941,0.71481,0.54802,0.63416,0.35613,0.94158,0.0025948,0.0025948,0.0025948
376,2865.02,0.53783,0.37019,0.9375,0.78746,0.67946,0.71494,0.54792,0.63389,0.35634,0.9413,0.002575,0.002575,0.002575
377,3223.73,0.53698,0.36954,0.93493,0.78802,0.67953,0.71488,0.54017,0.63403,0.35619,0.94154,0.0025552,0.0025552,0.0025552
378,3582.51,0.53831,0.37367,0.93665,0.78386,0.67835,0.71469,0.54068,0.6339,0.35593,0.94155,0.0025354,0.0025354,0.0025354
379,3941.09,0.53544,0.37044,0.93753,0.7851,0.67854,0.71485,0.54002,0.63439,0.35555,0.94213,0.0025156,0.0025156,0.0025156
380,4299.77,0.53688,0.37064,0.93364,0.78508,0.67867,0.71525,0.53983,0.63438,0.35574,0.94197,0.0024958,0.0024958,0.0024958
381,4658.69,0.53776,0.36971,0.93475,0.78476,0.6789,0.7146,0.53961,0.63459,0.35625,0.94223,0.002476,0.002476,0.002476
382,5017.65,0.53495,0.37,0.93425,0.78455,0.67843,0.7145,0.53988,0.63488,0.35665,0.94246,0.0024562,0.0024562,0.0024562
383,5376.42,0.53426,0.3694,0.93274,0.78357,0.67744,0.71396,0.54008,0.63508,0.35655,0.94283,0.0024364,0.0024364,0.0024364
384,5735.18,0.53411,0.36925,0.93358,0.78303,0.6779,0.71313,0.54346,0.63507,0.3567,0.94296,0.0024166,0.0024166,0.0024166
385,6094.2,0.53253,0.36907,0.93375,0.78365,0.67819,0.71244,0.54338,0.63518,0.35629,0.943,0.0023968,0.0023968,0.0023968
386,6453.1,0.53233,0.36648,0.9336,0.78229,0.67865,0.71167,0.54295,0.63508,0.35646,0.94298,0.002377,0.002377,0.002377
387,6812.21,0.52873,0.36623,0.93376,0.78203,0.6788,0.71142,0.54335,0.63498,0.35663,0.94296,0.0023572,0.0023572,0.0023572
388,7171.33,0.53114,0.36741,0.9317,0.78077,0.67834,0.71132,0.54334,0.63501,0.35684,0.94295,0.0023374,0.0023374,0.0023374
389,7530.75,0.53115,0.36829,0.9328,0.78096,0.67886,0.71198,0.54406,0.63521,0.35704,0.94315,0.0023176,0.0023176,0.0023176
390,7890.1,0.53005,0.36718,0.93432,0.78068,0.67975,0.7125,0.54377,0.63505,0.35739,0.94332,0.0022978,0.0022978,0.0022978
391,8249.19,0.53167,0.36613,0.93205,0.77947,0.68014,0.71278,0.54445,0.63504,0.35742,0.94345,0.002278,0.002278,0.002278
392,8608.23,0.52967,0.36726,0.93159,0.77876,0.68087,0.71311,0.54437,0.6348,0.3575,0.94334,0.0022582,0.0022582,0.0022582
393,8967.81,0.52713,0.36449,0.93248,0.77901,0.68116,0.71202,0.5437,0.63474,0.35795,0.94328,0.0022384,0.0022384,0.0022384
394,9327.25,0.52739,0.36207,0.92938,0.75317,0.69884,0.7124,0.54474,0.63462,0.35763,0.94333,0.0022186,0.0022186,0.0022186
395,9686.37,0.52779,0.36463,0.93354,0.75205,0.69942,0.71203,0.54438,0.63492,0.35752,0.94356,0.0021988,0.0021988,0.0021988
396,10045.5,0.52551,0.36221,0.93071,0.75461,0.70162,0.71147,0.54406,0.6347,0.35773,0.94339,0.002179,0.002179,0.002179
397,10404.6,inf,0.36126,0.93211,0.75321,0.70255,0.71166,0.54359,0.6347,0.35775,0.94349,0.0021592,0.0021592,0.0021592
398,10764,0.52511,0.36293,0.93301,0.75138,0.70277,0.71109,0.54357,0.63478,0.35737,0.94356,0.0021394,0.0021394,0.0021394
399,11123.3,0.52201,0.36057,0.93031,0.7519,0.7031,0.71071,0.54344,0.63479,0.35705,0.94353,0.0021196,0.0021196,0.0021196
400,11482.2,0.52277,0.36107,0.92986,0.75289,0.70749,0.71137,0.54268,0.63526,0.35683,0.94381,0.0020998,0.0020998,0.0020998
401,11841.8,0.52144,0.35926,0.93086,0.75194,0.70756,0.71134,0.54228,0.63494,0.35683,0.94349,0.00208,0.00208,0.00208
402,12201.4,0.52163,0.35882,0.92854,0.75259,0.70791,0.71219,0.54207,0.63506,0.35669,0.94368,0.0020602,0.0020602,0.0020602
403,12560.5,0.5197,0.35712,0.92843,0.75385,0.70783,0.71166,0.54335,0.63504,0.35658,0.94371,0.0020404,0.0020404,0.0020404
404,12919.7,0.51759,0.35542,0.92671,0.75743,0.70614,0.71167,0.54347,0.63557,0.35685,0.94424,0.0020206,0.0020206,0.0020206
405,13279,0.51638,0.35486,0.92844,0.75733,0.70506,0.7114,0.54309,0.63574,0.35714,0.94445,0.0020008,0.0020008,0.0020008
406,13638.1,0.51633,0.35399,0.92714,0.7566,0.70285,0.71118,0.54323,0.63549,0.35754,0.94426,0.001981,0.001981,0.001981
407,13997.2,0.51566,0.35452,0.92648,0.75642,0.70276,0.71279,0.54329,0.63559,0.35797,0.94426,0.0019612,0.0019612,0.0019612
408,14356.3,0.51509,0.35392,0.92454,0.75795,0.70147,0.71295,0.54328,0.63547,0.35844,0.94401,0.0019414,0.0019414,0.0019414
409,14715.8,0.5122,0.35107,0.92251,0.75648,0.70029,0.71307,0.54343,0.63544,0.35886,0.94402,0.0019216,0.0019216,0.0019216
410,15075.4,0.51245,0.35195,0.92569,0.7565,0.70295,0.71342,0.54347,0.63525,0.35919,0.94388,0.0019018,0.0019018,0.0019018
411,15434.7,0.51215,0.35173,0.92566,0.75472,0.70018,0.71313,0.54266,0.63558,0.36003,0.94421,0.001882,0.001882,0.001882
412,15793.8,0.51052,0.35041,0.92519,0.75435,0.70557,0.71304,0.5433,0.63535,0.36007,0.94392,0.0018622,0.0018622,0.0018622
413,16153.5,0.50848,0.34831,0.92395,0.76102,0.71293,0.72287,0.54457,0.63522,0.36021,0.94393,0.0018424,0.0018424,0.0018424
414,16513,0.51054,0.35015,0.92383,0.76044,0.71094,0.72161,0.54402,0.63525,0.36084,0.9437,0.0018226,0.0018226,0.0018226
415,16872.1,0.50978,0.35041,0.92578,0.76009,0.70348,0.72072,0.54339,0.63521,0.36114,0.94363,0.0018028,0.0018028,0.0018028
416,17231.1,0.5075,0.34976,0.92451,0.75962,0.7086,0.72092,0.54311,0.63545,0.36142,0.94377,0.001783,0.001783,0.001783
417,17590.3,0.50538,0.34805,0.92297,0.72308,0.70509,0.72147,0.53969,0.63533,0.36147,0.94371,0.0017632,0.0017632,0.0017632
418,17949.4,0.50535,0.34818,0.9244,0.72259,0.70459,0.72134,0.53962,0.63507,0.3612,0.94345,0.0017434,0.0017434,0.0017434
419,18308.6,0.50481,0.34743,0.92321,0.72238,0.70349,0.72153,0.54,0.63506,0.36148,0.94361,0.0017236,0.0017236,0.0017236
420,18667.7,0.50139,0.34677,0.92093,0.72216,0.70257,0.72099,0.53983,0.63536,0.36169,0.94386,0.0017038,0.0017038,0.0017038
421,19027,0.50478,0.34496,0.92241,0.72083,0.70258,0.72082,0.5396,0.63554,0.36198,0.94407,0.001684,0.001684,0.001684
422,19386.1,0.50338,0.34445,0.92066,0.71978,0.70451,0.72115,0.54066,0.63557,0.36217,0.94402,0.0016642,0.0016642,0.0016642
423,19745.4,0.50231,0.3449,0.92174,0.74624,0.6863,0.72148,0.54375,0.63593,0.36277,0.94443,0.0016444,0.0016444,0.0016444
424,20104.6,0.49847,0.34055,0.91923,0.74563,0.68601,0.7208,0.54392,0.63625,0.36336,0.94486,0.0016246,0.0016246,0.0016246
425,20464.2,0.49939,0.34438,0.91972,0.73458,0.69077,0.72148,0.54418,0.63653,0.36376,0.9449,0.0016048,0.0016048,0.0016048
426,20823.5,0.49708,0.34002,0.91788,0.73633,0.69074,0.7197,0.53824,0.63682,0.36435,0.94513,0.001585,0.001585,0.001585
427,21182.7,0.49839,0.34267,0.92091,0.74466,0.69398,0.7209,0.53779,0.6368,0.3645,0.94498,0.0015652,0.0015652,0.0015652
428,21541.9,0.49658,0.34138,0.9209,0.74516,0.69291,0.72055,0.53717,0.63697,0.36456,0.94511,0.0015454,0.0015454,0.0015454
429,21901,0.49605,0.33877,0.91731,0.745,0.69319,0.72099,0.53729,0.63715,0.365,0.94526,0.0015256,0.0015256,0.0015256
430,22260.2,0.49509,0.33823,0.91708,0.74484,0.69351,0.72053,0.53745,0.63725,0.36551,0.94535,0.0015058,0.0015058,0.0015058
431,22619.5,0.49329,0.337,0.91736,0.74509,0.69259,0.71963,0.53646,0.6374,0.3662,0.9454,0.001486,0.001486,0.001486
432,22978.8,0.49244,0.33717,0.91717,0.74618,0.69388,0.72286,0.53639,0.63716,0.36638,0.94529,0.0014662,0.0014662,0.0014662
433,23338,0.49206,0.33794,0.91648,0.7453,0.69393,0.7238,0.53664,0.63718,0.36625,0.9456,0.0014464,0.0014464,0.0014464
434,23697.4,0.49167,0.33513,0.91751,0.74543,0.69477,0.72368,0.53653,0.63744,0.36609,0.94572,0.0014266,0.0014266,0.0014266
435,24056.6,0.48743,0.33326,0.91659,0.74672,0.69698,0.72507,0.53634,0.63764,0.36636,0.94598,0.0014068,0.0014068,0.0014068
436,24415.8,0.48823,0.33318,0.91753,0.746,0.69725,0.72498,0.53661,0.63776,0.367,0.94602,0.001387,0.001387,0.001387
437,24775.1,0.4876,0.33343,0.91619,0.74574,0.69805,0.72498,0.53676,0.63784,0.36752,0.94606,0.0013672,0.0013672,0.0013672
438,25134.8,0.48699,0.33347,0.91526,0.75533,0.69531,0.72453,0.5361,0.63809,0.36824,0.94643,0.0013474,0.0013474,0.0013474
439,25494.2,0.48727,0.33249,0.91448,0.75658,0.69493,0.7243,0.53951,0.63797,0.36876,0.94614,0.0013276,0.0013276,0.0013276
440,25853.3,0.48476,0.33172,0.91306,0.75706,0.69403,0.72262,0.53645,0.63789,0.36856,0.94606,0.0013078,0.0013078,0.0013078
441,26212.5,0.48412,0.33022,0.9116,0.75617,0.69332,0.72297,0.53937,0.63771,0.3687,0.94584,0.001288,0.001288,0.001288
442,26571.8,0.48318,0.32977,0.90845,0.75626,0.69406,0.72251,0.53911,0.63763,0.36822,0.94565,0.0012682,0.0012682,0.0012682
443,26931.1,0.48345,0.33025,0.91038,0.75559,0.69383,0.72201,0.53819,0.63767,0.36875,0.94528,0.0012484,0.0012484,0.0012484
444,27290.3,0.48134,0.32606,0.90877,0.75423,0.69497,0.72393,0.53843,0.63759,0.36903,0.94517,0.0012286,0.0012286,0.0012286
445,27649.3,inf,0.32723,0.91081,0.75412,0.69378,0.72265,0.53889,0.63802,0.36969,0.94546,0.0012088,0.0012088,0.0012088
446,28008.3,0.4819,0.32808,0.91039,0.75456,0.69361,0.72234,0.53872,0.63808,0.37022,0.94551,0.001189,0.001189,0.001189
447,28367.5,0.47905,0.32741,0.90988,0.7462,0.68558,0.71219,0.53785,0.63824,0.37063,0.94566,0.0011692,0.0011692,0.0011692
448,28726.4,inf,0.32607,0.90999,0.74116,0.68166,0.71058,0.53804,0.63818,0.37107,0.94567,0.0011494,0.0011494,0.0011494
449,29085.5,0.47723,0.32435,0.90801,0.74121,0.67926,0.70765,0.53772,0.63804,0.37118,0.94555,0.0011296,0.0011296,0.0011296
450,29445,0.47719,0.32453,0.90991,0.74209,0.67817,0.70802,0.53793,0.63802,0.37194,0.94546,0.0011098,0.0011098,0.0011098
451,29804.1,0.47497,0.32361,0.90822,0.74145,0.67611,0.70559,0.53775,0.63769,0.37189,0.94524,0.00109,0.00109,0.00109
452,30163.1,0.47211,0.32242,0.90738,0.74068,0.67527,0.70419,0.53774,0.63755,0.37241,0.94523,0.0010702,0.0010702,0.0010702
453,30522.1,0.47348,0.32453,0.90911,0.74035,0.67489,0.70421,0.53816,0.63742,0.37276,0.94519,0.0010504,0.0010504,0.0010504
454,30881,0.46815,0.31948,0.90692,0.74133,0.67456,0.70388,0.53739,0.63748,0.37285,0.94527,0.0010306,0.0010306,0.0010306
455,31240.1,0.46926,0.32038,0.90636,0.73952,0.67449,0.70362,0.5375,0.63753,0.37298,0.94547,0.0010108,0.0010108,0.0010108
456,31599,0.46955,0.32176,0.90703,0.73962,0.67464,0.70361,0.53759,0.63715,0.37312,0.94532,0.000991,0.000991,0.000991
457,31958.2,0.47087,0.31979,0.90594,0.73589,0.67811,0.70699,0.53849,0.63732,0.37343,0.94543,0.0009712,0.0009712,0.0009712
458,32317.3,0.46841,0.31893,0.90553,0.73863,0.67612,0.70547,0.53797,0.63728,0.37358,0.94549,0.0009514,0.0009514,0.0009514
459,32676.5,0.46564,0.31813,0.90564,0.73899,0.67582,0.70543,0.53738,0.63723,0.37341,0.94547,0.0009316,0.0009316,0.0009316
460,33035.6,0.46443,0.31697,0.90433,0.73207,0.6794,0.70707,0.53819,0.63703,0.3737,0.94539,0.0009118,0.0009118,0.0009118
461,33395.1,0.46257,0.31366,0.90205,0.73145,0.67868,0.70719,0.53858,0.63691,0.37367,0.94543,0.000892,0.000892,0.000892
462,33754.6,0.4638,0.31447,0.9028,0.72807,0.68149,0.70719,0.53959,0.63707,0.37362,0.94562,0.0008722,0.0008722,0.0008722
463,34113.6,0.46107,0.31283,0.90161,0.72836,0.68147,0.70688,0.53999,0.63714,0.37401,0.94584,0.0008524,0.0008524,0.0008524
464,34472.5,0.46068,0.31243,0.90069,0.72721,0.68308,0.70644,0.53928,0.63701,0.37402,0.94587,0.0008326,0.0008326,0.0008326
465,34831.8,0.45806,0.31168,0.90158,0.72743,0.68376,0.70673,0.53935,0.63685,0.37418,0.94596,0.0008128,0.0008128,0.0008128
466,35191.3,0.45839,0.31192,0.90295,0.73027,0.68264,0.70675,0.53963,0.63706,0.37453,0.94628,0.000793,0.000793,0.000793
467,35550.4,0.45762,0.31308,0.90271,0.73287,0.68214,0.7066,0.53955,0.63722,0.37465,0.94658,0.0007732,0.0007732,0.0007732
468,35907.6,0.45594,0.31128,0.90021,0.73401,0.68153,0.70666,0.53948,0.63717,0.3748,0.94662,0.0007534,0.0007534,0.0007534
469,36264,0.45615,0.30954,0.89928,0.73001,0.68455,0.70617,0.53981,0.63709,0.37479,0.94676,0.0007336,0.0007336,0.0007336
